id,name,name_en,district_id,district_name,sub_district_id,sub_district_name,municipal_status_id,municipal_status_name,coordinates_itm_east,coordinates_itm_north,coordinates_wgs84_latitude,coordinates_wgs84_longitude,population,natural_region_id,natural_region_name,type_of_locality_id,type_of_locality_group,type_of_locality_form,local_authorities_cluster_id,local_authorities_cluster_name,previous_names,merged_locality_names
250,"הזורע","HaZorea",2,"הצפון",23,"יזרעאל",13,"מועצה אזורית מגידו",211480,727730,32.644,35.1195,932,235,"אזור יקנעם",330,"יישוב כפרי","קיבוצים",213,"אשכול רשויות הגליל והעמקים",,
307,"הזורעים","HaZore'im",2,"הצפון",22,"כנרת",3,"מועצה אזורית הגליל התחתון",247380,739080,32.74602,35.50245,1108,222,"גליל תחתון מזרחי",310,"יישוב כפרי","מושבים",214,"אשכול רשויות הכנרת והעמקים",,
434,"החותרים","HaHoterim",3,"חיפה",32,"חדרה",15,"מועצה אזורית חוף הכרמל",196240,739780,32.75244,34.95678,914,321,"חוף הכרמל",330,"יישוב כפרי","קיבוצים",,,,
684,"היוגב","HaYogev",2,"הצפון",23,"יזרעאל",9,"מועצה אזורית עמק יזרעאל",219490,724160,32.61184,35.20487,790,234,"עמק יזרעאל",310,"יישוב כפרי","מושבים",213,"אשכול רשויות הגליל והעמקים",,
1208,"הילה","Hilla",2,"הצפון",24,"עכו",52,"מועצה אזורית מעלה יוסף",223170,771250,33.03644,35.24426,562,243,"אזור יחיעם",370,"יישוב כפרי","יישובים קהילתיים",212,"אשכול רשויות גליל מערבי",,
377,"המעפיל","HaMa'pil",4,"המרכז",41,"השרון",16,"מועצה אזורית עמק חפר",198590,698290,32.37836,34.98277,870,412,"מזרח השרון",330,"יישוב כפרי","קיבוצים",,,,
677,"הסוללים","HaSolelim",2,"הצפון",23,"יזרעאל",9,"מועצה אזורית עמק יזרעאל",222560,739560,32.7507,35.23763,989,237,"הרי נצרת-תירען",330,"יישוב כפרי","קיבוצים",213,"אשכול רשויות הגליל והעמקים",,
423,"העוגן","HaOgen",4,"המרכז",41,"השרון",16,"מועצה אזורית עמק חפר",193060,696510,32.3622,34.92406,952,411,"מערב השרון",330,"יישוב כפרי","קיבוצים",,,,
3769,"הר אדר","Har Adar",7,"אזור יהודה ושומרון",74,"ראמאללה",99,"מועצה מקומית",212320,637110,31.82682,35.12913,4107,,,190,"יישוב עירוני","יישובים יהודיים 4,999-2,000 תושבים",710,"אשכול רשויות יהודה ושומרון",,
3603,"הר גילה","Har Gillo",7,"אזור יהודה ושומרון",76,"בית לחם",76,"מועצה אזורית גוש עציון",216390,625440,31.72159,35.17216,1647,,,370,"יישוב כפרי","יישובים קהילתיים",,,,
1261,"הר עמשא","Har Amasa",6,"הדרום",62,"באר שבע",51,"מועצה אזורית תמר",209710,583520,31.34349,35.10209,240,623,"אזור באר שבע",330,"יישוב כפרי","קיבוצים",,,,
464,"הראל","Har'el",1,"ירושלים",11,"ירושלים",26,"מועצה אזורית מטה יהודה",195310,635170,31.80909,34.9495,269,112,"שפלת יהודה",330,"יישוב כפרי","קיבוצים",,,,
1249,"הרדוף","Harduf",2,"הצפון",23,"יזרעאל",9,"מועצה אזורית עמק יזרעאל",216520,741000,32.76368,35.17317,1117,237,"הרי נצרת-תירען",330,"יישוב כפרי","קיבוצים",213,"אשכול רשויות הגליל והעמקים",,
6400,"הרצלייה","Herzliyya",5,"תל אביב",51,"תל אביב",0,"עירייה",184530,675210,32.16989,34.83421,103320,511,"אזור תל אביב",140,"יישוב עירוני","יישובים יהודיים 199,999-100,000 תושבים",,,,
1203,"הררית","Hararit",2,"הצפון",24,"עכו",56,"מועצה אזורית משגב",234630,750110,32.84573,35.36659,640,241,"אזור שפרעם",370,"יישוב כפרי","יישובים קהילתיים",210,"אשכול רשויות בית הכרם הגלילי",,
3639,"ורד יריחו","Wered Yeriho",7,"אזור יהודה ושומרון",75,"ירדן-יריחו",74,"מועצה אזורית מגילות ים המלח",241100,637100,31.82654,35.43313,364,,,310,"יישוב כפרי","מושבים",710,"אשכול רשויות יהודה ושומרון",,
1133,"ורדון","Wardon",6,"הדרום",61,"אשקלון",35,"מועצה אזורית יואב",179380,619110,31.66381,34.78193,264,611,"אזור מלאכי",350,"יישוב כפרי","יישובים כפריים אחרים, יהודיים",420,"אשכול רשויות שורק דרומי",,
815,"זבדיאל","Zavdi'el",6,"הדרום",61,"אשקלון",34,"מועצה אזורית שפיר",177310,618580,31.65895,34.76013,616,611,"אזור מלאכי",310,"יישוב כפרי","מושבים",,,,
44,"זוהר","Zohar",6,"הדרום",61,"אשקלון",50,"מועצה אזורית לכיש",170880,611560,31.59539,34.69268,343,612,"אזור לכיש",310,"יישוב כפרי","מושבים",,,,
584,"זיקים","Ziqim",6,"הדרום",61,"אשקלון",36,"מועצה אזורית חוף אשקלון",154670,613230,31.60965,34.52178,894,614,"אזור אשקלון",330,"יישוב כפרי","קיבוצים",620,"אשכול רשויות נגב מערבי",,
788,"זיתן","Zetan",4,"המרכז",43,"רמלה",40,"מועצה אזורית שדות דן",189770,653660,31.9757,34.89043,1031,432,"אזור רמלה",310,"יישוב כפרי","מושבים",,,,
9300,"זכרון יעקב","Zikhron Ya'aqov",3,"חיפה",32,"חדרה",99,"מועצה מקומית",195810,719600,32.57047,34.9527,23858,322,"אזור זכרון יעקב",160,"יישוב עירוני","יישובים יהודיים 49,999-20,000 תושבים",,,,
799,"זכריה","Zekharya",1,"ירושלים",11,"ירושלים",26,"מועצה אזורית מטה יהודה",194860,624160,31.70979,34.94503,1145,112,"שפלת יהודה",310,"יישוב כפרי","מושבים",,,,
1290,"זמר","Zemer",4,"המרכז",41,"השרון",99,"מועצה מקומית",203500,696810,32.3651,35.03497,7360,412,"מזרח השרון",280,"יישוב עירוני","יישובים לא יהודיים 9,999-5,000 תושבים",,,,"אבת'אן,ביר א-סיכה,ימא,מרג'ה"
1065,"זמרת","Zimrat",6,"הדרום",62,"באר שבע",39,"מועצה אזורית שדות נגב",157490,595290,31.44802,34.55262,684,621,"אזור גרר",310,"יישוב כפרי","מושבים",620,"אשכול רשויות נגב מערבי",,
816,"זנוח","Zanoah",1,"ירושלים",11,"ירושלים",26,"מועצה אזורית מטה יהודה",200000,626670,31.73252,34.9992,539,112,"שפלת יהודה",310,"יישוב כפרי","מושבים",,,,
2064,"זרועה","Zeru'a",6,"הדרום",62,"באר שבע",39,"מועצה אזורית שדות נגב",164290,596420,31.45856,34.62409,503,621,"אזור גרר",310,"יישוב כפרי","מושבים",620,"אשכול רשויות נגב מערבי",,
975,"זרזיר","Zarzir",2,"הצפון",23,"יזרעאל",99,"מועצה מקומית",221120,736700,32.72491,35.22226,8412,237,"הרי נצרת-תירען",280,"יישוב עירוני","יישובים לא יהודיים 9,999-5,000 תושבים",213,"אשכול רשויות הגליל והעמקים",,"ג'וואמיס,גריפאת,היב אבו סיאח,מזאריב"
818,"זרחיה","Zerahya",6,"הדרום",61,"אשקלון",34,"מועצה אזורית שפיר",175940,621100,31.68163,34.74557,755,611,"אזור מלאכי",310,"יישוב כפרי","מושבים",,,,
1321,"ח'ואלד","Khawaled",3,"חיפה",31,"חיפה",12,"מועצה אזורית זבולון",213100,741740,32.77034,35.13667,729,311,"אזור חיפה",450,"יישוב כפרי","יישובים כפריים אחרים, לא-יהודיים",310,"אשכול רשויות המפרץ",,
235,"חבצלת השרון","Havazzelet HaSharon",4,"המרכז",41,"השרון",16,"מועצה אזורית עמק חפר",187290,696350,32.3606,34.86276,485,411,"מערב השרון",310,"יישוב כפרי","מושבים",,,,
1110,"חבר","Hever",2,"הצפון",23,"יזרעאל",8,"מועצה אזורית הגלבוע",225080,717080,32.54798,35.26438,800,234,"עמק יזרעאל",350,"יישוב כפרי","יישובים כפריים אחרים, יהודיים",213,"אשכול רשויות הגליל והעמקים",,
717,"חגור","Hagor",4,"המרכז",42,"פתח תקווה",20,"מועצה אזורית דרום השרון",195170,671590,32.13752,34.94711,1152,421,"דרום השרון",310,"יישוב כפרי","מושבים",410,"אשכול רשויות השרון",,
3764,"חגי","Haggay",7,"אזור יהודה ושומרון",77,"חברון",78,"מועצה אזורית הר חברון",207610,600110,31.49309,35.07983,701,,,370,"יישוב כפרי","יישובים קהילתיים",710,"אשכול רשויות יהודה ושומרון",,
205,"חגלה","Hogla",4,"המרכז",41,"השרון",16,"מועצה אזורית עמק חפר",193270,699270,32.38709,34.92621,868,411,"מערב השרון",310,"יישוב כפרי","מושבים",,,,
4026,"חד-נס","Had-Nes",2,"הצפון",29,"גולן",71,"מועצה אזורית גולן",260410,759240,32.92739,35.64237,876,293,"גולן תיכוני",370,"יישוב כפרי","יישובים קהילתיים",211,"אשכול רשויות גליל מזרחי",,
618,"חדיד","Hadid",4,"המרכז",43,"רמלה",25,"מועצה אזורית חבל מודיעין",193680,652900,31.96895,34.93182,913,432,"אזור רמלה",310,"יישוב כפרי","מושבים",,,,
6500,"חדרה","Hadera",3,"חיפה",32,"חדרה",0,"עירייה",192540,704660,32.43568,34.9183,100630,324,"אזור חדרה",140,"יישוב עירוני","יישובים יהודיים 199,999-100,000 תושבים",,,,
948,"חוג'ייראת (ד'הרה) (שבט)","Al-Hujayrat (Zahra)",2,"הצפון",24,"עכו",56,"מועצה אזורית משגב",227850,748870,32.83462,35.29416,,241,"אזור שפרעם",460,"יישוב כפרי","שבטי בדווים (אוכלוסייתם כלולה ב""גרים מחוץ ליישובים"")",,,,
160,"חולדה","Hulda",4,"המרכז",43,"רמלה",30,"מועצה אזורית גזר",188980,637660,31.83139,34.88258,1169,432,"אזור רמלה",330,"יישוב כפרי","קיבוצים",,,,
6600,"חולון","Holon",5,"תל אביב",53,"תל אביב",0,"עירייה",179250,658230,32.01659,34.77894,197464,513,"אזור חולון",140,"יישוב עירוני","יישובים יהודיים 199,999-100,000 תושבים",,,,
1239,"חולית","Holit",6,"הדרום",62,"באר שבע",38,"מועצה אזורית אשכול",135730,571340,31.23067,34.32574,203,622,"אזור בשור",330,"יישוב כפרי","קיבוצים",620,"אשכול רשויות נגב מערבי",,
253,"חולתה","Hulata",2,"הצפון",21,"צפת",1,"מועצה אזורית הגליל העליון",257320,773010,33.05166,35.6099,719,211,"עמק חולה",330,"יישוב כפרי","קיבוצים",211,"אשכול רשויות גליל מזרחי",,
662,"חוסן","Hosen",2,"הצפון",24,"עכו",52,"מועצה אזורית מעלה יוסף",228070,766970,32.99782,35.29668,1199,243,"אזור יחיעם",310,"יישוב כפרי","מושבים",212,"אשכול רשויות גליל מערבי",,
1332,"חוסנייה","Hussniyya",2,"הצפון",24,"עכו",56,"מועצה אזורית משגב",230290,756160,32.90033,35.3203,823,242,"אזור כרמיאל",450,"יישוב כפרי","יישובים כפריים אחרים, לא-יהודיים",210,"אשכול רשויות בית הכרם הגלילי",,
115,"חופית","Hofit",4,"המרכז",41,"השרון",16,"מועצה אזורית עמק חפר",188370,699050,32.38498,34.87415,824,411,"מערב השרון",350,"יישוב כפרי","יישובים כפריים אחרים, יהודיים",,,,
374,"חוקוק","Huqoq",2,"הצפון",22,"כנרת",6,"מועצה אזורית עמק הירדן",246670,754010,32.88066,35.49532,628,221,"כנרות",330,"יישוב כפרי","קיבוצים",214,"אשכול רשויות הכנרת והעמקים",,
1303,"חורה","Hura",6,"הדרום",62,"באר שבע",99,"מועצה מקומית",193890,578400,31.29707,34.93598,23942,623,"אזור באר שבע",260,"יישוב עירוני","יישובים לא יהודיים 49,999-20,000 תושבים",610,"אשכול רשויות נגב מזרחי",,
496,"חורפיש","Hurfeish",2,"הצפון",24,"עכו",99,"מועצה מקומית",232730,769170,33.01761,35.34657,6581,244,"אזור אילון",280,"יישוב עירוני","יישובים לא יהודיים 9,999-5,000 תושבים",212,"אשכול רשויות גליל מערבי",,
355,"חורשים","Horeshim",4,"המרכז",42,"פתח תקווה",20,"מועצה אזורית דרום השרון",197440,671600,32.13766,34.97117,350,421,"דרום השרון",330,"יישוב כפרי","קיבוצים",410,"אשכול רשויות השרון",,
1047,"חזון","Hazon",2,"הצפון",21,"צפת",2,"מועצה אזורית מרום הגליל",237270,756860,32.90655,35.39492,290,214,"אזור גליל תחתון מרכזי",310,"יישוב כפרי","מושבים",211,"אשכול רשויות גליל מזרחי",,
219,"חיבת ציון","Hibbat Ziyyon",4,"המרכז",41,"השרון",16,"מועצה אזורית עמק חפר",191990,700420,32.39743,34.91258,844,411,"מערב השרון",310,"יישוב כפרי","מושבים",,,,
3643,"חיננית","Hinnanit",7,"אזור יהודה ושומרון",71,"ג'נין",72,"מועצה אזורית שומרון",215970,709700,32.48144,35.16742,1512,,,370,"יישוב כפרי","יישובים קהילתיים",710,"אשכול רשויות יהודה ושומרון",,
4000,"חיפה","Haifa",3,"חיפה",31,"חיפה",0,"עירייה",201120,745440,32.80357,35.00874,282831,311,"אזור חיפה",130,"יישוב עירוני","יישובים יהודיים 499,999-200,000 תושבים",,,,
162,"חירות","Herut",4,"המרכז",41,"השרון",18,"מועצה אזורית לב השרון",192150,683000,32.24035,34.91478,1260,411,"מערב השרון",310,"יישוב כפרי","מושבים",410,"אשכול רשויות השרון",,
1272,"חלוץ","Haluz",2,"הצפון",24,"עכו",56,"מועצה אזורית משגב",229540,761700,32.95029,35.31235,537,243,"אזור יחיעם",370,"יישוב כפרי","יישובים קהילתיים",210,"אשכול רשויות בית הכרם הגלילי",,
820,"חלץ","Helez",6,"הדרום",61,"אשקלון",36,"מועצה אזורית חוף אשקלון",167630,609650,31.57802,34.65854,486,614,"אזור אשקלון",310,"יישוב כפרי","מושבים",620,"אשכול רשויות נגב מערבי",,
801,"חמ""ד","Hemed",4,"המרכז",43,"רמלה",40,"מועצה אזורית שדות דן",184990,658470,32.01894,34.83969,1355,432,"אזור רמלה",310,"יישוב כפרי","מושבים",,,"חמד",
993,"חמאם","Hamam",2,"הצפון",22,"כנרת",65,"מועצה אזורית אל-בטוף",246190,748380,32.82991,35.49002,1561,221,"כנרות",450,"יישוב כפרי","יישובים כפריים אחרים, לא-יהודיים",214,"אשכול רשויות הכנרת והעמקים","ואדי חמאם (שבט)",
343,"חמדיה","Hamadya",2,"הצפון",23,"יזרעאל",7,"מועצה אזורית עמק המעיינות",249090,714070,32.52046,35.51991,420,231,"עמק בית שאן",330,"יישוב כפרי","קיבוצים",214,"אשכול רשויות הכנרת והעמקים",,
3646,"חמדת","Hemdat",7,"אזור יהודה ושומרון",75,"ירדן-יריחו",75,"מועצה אזורית ערבות הירדן",249770,684230,32.25136,35.52619,343,,,370,"יישוב כפרי","יישובים קהילתיים",710,"אשכול רשויות יהודה ושומרון",,
3609,"חמרה","Hamra",7,"אזור יהודה ושומרון",75,"ירדן-יריחו",75,"מועצה אזורית ערבות הירדן",241290,678370,32.19871,35.43607,273,,,310,"יישוב כפרי","מושבים",710,"אשכול רשויות יהודה ושומרון",,
807,"חניאל","Hanni'el",4,"המרכז",41,"השרון",16,"מועצה אזורית עמק חפר",195410,693280,32.33312,34.94911,903,411,"מערב השרון",310,"יישוב כפרי","מושבים",,,,
280,"חניתה","Hanita",2,"הצפון",24,"עכו",4,"מועצה אזורית מטה אשר",216650,776980,33.08811,35.17445,744,244,"אזור אילון",330,"יישוב כפרי","קיבוצים",212,"אשכול רשויות גליל מערבי",,
1257,"חנתון","Hannaton",2,"הצפון",23,"יזרעאל",9,"מועצה אזורית עמק יזרעאל",223250,743240,32.78388,35.24501,1008,237,"הרי נצרת-תירען",330,"יישוב כפרי","קיבוצים",213,"אשכול רשויות הגליל והעמקים",,
4005,"חספין","Haspin",2,"הצפון",29,"גולן",71,"מועצה אזורית גולן",274670,750220,32.84543,35.79429,2071,294,"גולן דרומי",190,"יישוב עירוני","יישובים יהודיים 4,999-2,000 תושבים",211,"אשכול רשויות גליל מזרחי",,
363,"חפץ חיים","Hafez Hayyim",4,"המרכז",44,"רחובות",31,"מועצה אזורית נחל שורק",181150,633040,31.78949,34.80005,586,441,"אזור רחובות",330,"יישוב כפרי","קיבוצים",420,"אשכול רשויות שורק דרומי",,
90,"חפצי-בה","Hefzi-Bah",2,"הצפון",23,"יזרעאל",8,"מועצה אזורית הגלבוע",240080,713890,32.51904,35.42401,757,232,"עמק חרוד",330,"יישוב כפרי","קיבוצים",213,"אשכול רשויות הגליל והעמקים",,
700,"חצב","Hazav",6,"הדרום",61,"אשקלון",33,"מועצה אזורית באר טוביה",178270,632120,31.7811,34.76968,1517,611,"אזור מלאכי",310,"יישוב כפרי","מושבים",420,"אשכול רשויות שורק דרומי",,
13,"חצבה","Hazeva",6,"הדרום",62,"באר שבע",54,"מועצה אזורית הערבה התיכונה",226670,519760,30.76843,35.27986,694,625,"הערבה",310,"יישוב כפרי","מושבים",610,"אשכול רשויות נגב מזרחי",,
406,"חצור-אשדוד","Hazor-Ashdod",6,"הדרום",61,"אשקלון",33,"מועצה אזורית באר טוביה",173590,631200,31.77262,34.72032,673,611,"אזור מלאכי",330,"יישוב כפרי","קיבוצים",420,"אשכול רשויות שורק דרומי",,
2034,"חצור הגלילית","Hazor HaGelilit",2,"הצפון",21,"צפת",99,"מועצה מקומית",251170,765340,32.9827,35.54379,9763,213,"אזור חצור",180,"יישוב עירוני","יישובים יהודיים 9,999-5,000 תושבים",211,"אשכול רשויות גליל מזרחי",,
397,"חצרים","Hazerim",6,"הדרום",62,"באר שבע",41,"מועצה אזורית בני שמעון",172680,572160,31.24013,34.7135,857,623,"אזור באר שבע",330,"יישוב כפרי","קיבוצים",620,"אשכול רשויות נגב מערבי",,
422,"חרב לאת","Herev Le'Et",4,"המרכז",41,"השרון",16,"מועצה אזורית עמק חפר",192390,700910,32.40186,34.91681,933,411,"מערב השרון",310,"יישוב כפרי","מושבים",,,,
1024,"חרוצים","Haruzim",4,"המרכז",41,"השרון",19,"מועצה אזורית חוף השרון",187440,681610,32.22769,34.86485,907,411,"מערב השרון",350,"יישוב כפרי","יישובים כפריים אחרים, יהודיים",,,,
1247,"חריש","Harish",3,"חיפה",32,"חדרה",99,"מועצה מקומית",204420,707460,32.46115,35.04458,27007,323,"הר אלכסנדר",160,"יישוב עירוני","יישובים יהודיים 49,999-20,000 תושבים",,,,
3717,"חרמש","Hermesh",7,"אזור יהודה ושומרון",71,"ג'נין",72,"מועצה אזורית שומרון",211410,703270,32.42344,35.11896,236,,,370,"יישוב כפרי","יישובים קהילתיים",710,"אשכול רשויות יהודה ושומרון",,
1209,"חרשים","Harashim",2,"הצפון",24,"עכו",56,"מועצה אזורית משגב",231000,762410,32.95668,35.32797,377,243,"אזור יחיעם",370,"יישוב כפרי","יישובים קהילתיים",210,"אשכול רשויות בית הכרם הגלילי",,
3770,"חשמונאים","Hashmona'im",7,"אזור יהודה ושומרון",74,"ראמאללה",73,"מועצה אזורית מטה בנימין",202360,648720,31.93141,35.02372,2646,,,190,"יישוב עירוני","יישובים יהודיים 4,999-2,000 תושבים",710,"אשכול רשויות יהודה ושומרון",,
6700,"טבריה","Tiberias",2,"הצפון",22,"כנרת",0,"עירייה",249370,743700,32.78763,35.52384,46698,221,"כנרות",160,"יישוב עירוני","יישובים יהודיים 49,999-20,000 תושבים",214,"אשכול רשויות הכנרת והעמקים",,
962,"טובא-זנגרייה","Tuba-Zangariyye",2,"הצפון",21,"צפת",99,"מועצה מקומית",255620,763420,32.96525,35.59132,7011,213,"אזור חצור",280,"יישוב עירוני","יישובים לא יהודיים 9,999-5,000 תושבים",211,"אשכול רשויות גליל מזרחי","טובא (טובה)",
498,"טורעאן","Tur'an",2,"הצפון",25,"יזרעאל",99,"מועצה מקומית",235460,742430,32.77647,35.37533,14655,237,"הרי נצרת-תירען",270,"יישוב עירוני","יישובים לא יהודיים 19,999-10,000 תושבים",214,"אשכול רשויות הכנרת והעמקים",,
2730,"טייבה","Tayibe",4,"המרכז",41,"השרון",0,"עירייה",200800,685690,32.26478,35.00651,45387,412,"מזרח השרון",260,"יישוב עירוני","יישובים לא יהודיים 49,999-20,000 תושבים",410,"אשכול רשויות השרון",,
497,"טייבה (בעמק)","Tayibe(Baemeq)",2,"הצפון",23,"יזרעאל",8,"מועצה אזורית הגלבוע",242030,723350,32.60431,35.44499,1965,233,"רמת כוכב",450,"יישוב כפרי","יישובים כפריים אחרים, לא-יהודיים",213,"אשכול רשויות הגליל והעמקים",,
2720,"טירה","Tire",4,"המרכז",41,"השרון",0,"עירייה",195810,682250,32.23367,34.95363,27392,412,"מזרח השרון",260,"יישוב עירוני","יישובים לא יהודיים 49,999-20,000 תושבים",410,"אשכול רשויות השרון",,
663,"טירת יהודה","Tirat Yehuda",4,"המרכז",42,"פתח תקווה",25,"מועצה אזורית חבל מודיעין",193880,657870,32.01377,34.9338,1210,422,"אזור פתח תקווה",310,"יישוב כפרי","מושבים",,,,
2100,"טירת כרמל","Tirat Karmel",3,"חיפה",31,"חיפה",0,"עירייה",197670,740790,32.76158,34.97201,26806,311,"אזור חיפה",160,"יישוב עירוני","יישובים יהודיים 49,999-20,000 תושבים",310,"אשכול רשויות המפרץ",,
268,"טירת צבי","Tirat Zevi",2,"הצפון",23,"יזרעאל",7,"מועצה אזורית עמק המעיינות",249950,703020,32.42079,35.5287,975,231,"עמק בית שאן",330,"יישוב כפרי","קיבוצים",214,"אשכול רשויות הכנרת והעמקים",,
1181,"טל-אל","Tal-El",2,"הצפון",24,"עכו",56,"מועצה אזורית משגב",217020,758990,32.9259,35.17846,1216,243,"אזור יחיעם",370,"יישוב כפרי","יישובים קהילתיים",210,"אשכול רשויות בית הכרם הגלילי",,
462,"טל שחר","Tal Shahar",1,"ירושלים",11,"ירושלים",26,"מועצה אזורית מטה יהודה",190880,634750,31.8052,34.90273,1375,112,"שפלת יהודה",310,"יישוב כפרי","מושבים",,,,
1177,"טללים","Telalim",6,"הדרום",62,"באר שבע",48,"מועצה אזורית רמת נגב",177960,544640,30.99213,34.77006,591,626,"הר הנגב הצפוני",330,"יישוב כפרי","קיבוצים",610,"אשכול רשויות נגב מזרחי",,
3788,"טלמון","Talmon",7,"אזור יהודה ושומרון",74,"ראמאללה",73,"מועצה אזורית מטה בנימין",212810,649530,31.93883,35.13422,5141,,,190,"יישוב עירוני","יישובים יהודיים 4,999-2,000 תושבים",710,"אשכול רשויות יהודה ושומרון",,
8900,"טמרה","Tamra",2,"הצפון",24,"עכו",0,"עירייה",218060,751040,32.85422,35.18959,35406,241,"אזור שפרעם",260,"יישוב עירוני","יישובים לא יהודיים 49,999-20,000 תושבים",310,"אשכול רשויות המפרץ",,
547,"טמרה (יזרעאל)","Tamra (Yizre'el)",2,"הצפון",23,"יזרעאל",8,"מועצה אזורית הגלבוע",238170,726700,32.63458,35.40394,1656,233,"רמת כוכב",450,"יישוב כפרי","יישובים כפריים אחרים, לא-יהודיים",213,"אשכול רשויות הגליל והעמקים",,
3743,"טנא","Tene",7,"אזור יהודה ושומרון",77,"חברון",78,"מועצה אזורית הר חברון",195910,587060,31.37522,34.95699,964,,,370,"יישוב כפרי","יישובים קהילתיים",710,"אשכול רשויות יהודה ושומרון",,
1214,"טפחות","Tefahot",2,"הצפון",21,"צפת",2,"מועצה אזורית מרום הגליל",239830,752650,32.86855,35.42219,521,214,"אזור גליל תחתון מרכזי",310,"יישוב כפרי","מושבים",211,"אשכול רשויות גליל מזרחי",,
1295,"יאנוח-ג'ת","Yanuh-Jat",2,"הצפון",24,"עכו",99,"מועצה מקומית",223240,765070,32.98072,35.24499,6851,243,"אזור יחיעם",280,"יישוב עירוני","יישובים לא יהודיים 9,999-5,000 תושבים",,,,"ג'ת,יאנוח"
1232,"יבול","Yevul",6,"הדרום",62,"באר שבע",38,"מועצה אזורית אשכול",134970,566760,31.18931,34.31815,352,622,"אזור בשור",310,"יישוב כפרי","מושבים",620,"אשכול רשויות נגב מערבי",,
46,"יבנאל","Yavne'el",2,"הצפון",22,"כנרת",99,"מועצה מקומית",247500,734960,32.70887,35.50361,4447,222,"גליל תחתון מזרחי",190,"יישוב עירוני","יישובים יהודיים 4,999-2,000 תושבים",214,"אשכול רשויות הכנרת והעמקים",,
2660,"יבנה","Yavne",4,"המרכז",44,"רחובות",0,"עירייה",175210,642770,31.87702,34.73689,53595,441,"אזור רחובות",150,"יישוב עירוני","יישובים יהודיים 99,999-50,000 תושבים",,,"כפר יבנה",
96,"יגור","Yagur",3,"חיפה",31,"חיפה",12,"מועצה אזורית זבולון",207530,738590,32.74189,35.07726,1654,311,"אזור חיפה",330,"יישוב כפרי","קיבוצים",310,"אשכול רשויות המפרץ",,
798,"יגל","Yagel",4,"המרכז",43,"רמלה",40,"מועצה אזורית שדות דן",188710,655090,31.98857,34.87917,919,432,"אזור רמלה",310,"יישוב כפרי","מושבים",,,,
577,"יד בנימין","Yad Binyamin",4,"המרכז",44,"רחובות",31,"מועצה אזורית נחל שורק",183250,633950,31.79777,34.82219,4271,441,"אזור רחובות",190,"יישוב עירוני","יישובים יהודיים 4,999-2,000 תושבים",420,"אשכול רשויות שורק דרומי",,
1134,"יד השמונה","Yad HaShemona",1,"ירושלים",11,"ירושלים",26,"מועצה אזורית מטה יהודה",208600,635170,31.80929,35.08986,294,111,"הרי יהודה",320,"יישוב כפרי","מושבים שיתופיים",,,,
758,"יד חנה","Yad Hanna",4,"המרכז",41,"השרון",16,"מועצה אזורית עמק חפר",200780,692490,32.3261,35.00616,985,412,"מזרח השרון",330,"יישוב כפרי","קיבוצים",,,,
358,"יד מרדכי","Yad Mordekhay",6,"הדרום",61,"אשקלון",36,"מועצה אזורית חוף אשקלון",158140,610920,31.58901,34.55849,792,614,"אזור אשקלון",330,"יישוב כפרי","קיבוצים",620,"אשכול רשויות נגב מערבי",,
775,"יד נתן","Yad Natan",6,"הדרום",61,"אשקלון",50,"מועצה אזורית לכיש",172130,617880,31.65244,34.70555,637,612,"אזור לכיש",310,"יישוב כפרי","מושבים",,,,
64,"יד רמב""ם","Yad Rambam",4,"המרכז",43,"רמלה",30,"מועצה אזורית גזר",190720,645280,31.90016,34.90073,1139,432,"אזור רמלה",310,"יישוב כפרי","מושבים",,,,
1144,"ידידה","Yedida",1,"ירושלים",11,"ירושלים",26,"מועצה אזורית מטה יהודה",210090,635610,31.81327,35.10559,224,111,"הרי יהודה",340,"יישוב כפרי","יישובים מוסדיים, יהודיים",,,,
9400,"יהוד-מונוסון","Yehud-Monoson",4,"המרכז",42,"פתח תקווה",0,"עירייה",189390,660020,32.03305,34.88621,30618,422,"אזור פתח תקווה",160,"יישוב עירוני","יישובים יהודיים 49,999-20,000 תושבים",,,"יהוד-נווה אפרים,יהוד","יהוד,נווה אפרים"
1158,"יהל","Yahel",6,"הדרום",62,"באר שבע",53,"מועצה אזורית חבל אילות",212110,443840,30.0836,35.12831,232,625,"הערבה",330,"יישוב כפרי","קיבוצים",610,"אשכול רשויות נגב מזרחי",,
2009,"יובל","Yuval",2,"הצפון",21,"צפת",55,"מועצה אזורית מבואות החרמון",256120,794640,33.24672,35.59792,644,211,"עמק חולה",310,"יישוב כפרי","מושבים",211,"אשכול רשויות גליל מזרחי",,
1226,"יובלים","Yuvallim",2,"הצפון",24,"עכו",56,"מועצה אזורית משגב",225610,753750,32.87864,35.27027,1102,241,"אזור שפרעם",370,"יישוב כפרי","יישובים קהילתיים",210,"אשכול רשויות בית הכרם הגלילי",,
1112,"יודפת","Yodefat",2,"הצפון",24,"עכו",56,"מועצה אזורית משגב",225770,749180,32.83743,35.27195,910,241,"אזור שפרעם",320,"יישוב כפרי","מושבים שיתופיים",210,"אשכול רשויות בית הכרם הגלילי",,
4007,"יונתן","Yonatan",2,"הצפון",29,"גולן",71,"מועצה אזורית גולן",274620,760490,32.93803,35.79437,802,293,"גולן תיכוני",320,"יישוב כפרי","מושבים שיתופיים",211,"אשכול רשויות גליל מזרחי",,
